"","userId","date","lat","lng","mode"
"1","59046be7c9e77c0001b582e4","1500205482026","49.4223926743344","2.82048774648638","3"
"2","59046be7c9e77c0001b582e4","1500205707110","49.4222015034014","2.81947196832217","3"
"3","59046be7c9e77c0001b582e4","1500207344354","49.422866709363","2.82007912853535","3"
"4","59046be7c9e77c0001b582e4","1500207764025","49.4220934254784","2.81943274735101","3"
"5","59046be7c9e77c0001b582e4","1500208064074","49.4220934254784","2.81943274735101","3"
"6","59046be7c9e77c0001b582e4","1500208365224","49.4221699070637","2.82000531584553","9"
"7","583d4cf6c9e77c00015a4bbf","1500233848762","45.0476062777453","7.63090166395875","10"
"8","583d4cf6c9e77c00015a4bbf","1500233849437","45.0463104888066","7.63022275610372","3"
"9","583d4cf6c9e77c00015a4bbf","1500233869891","45.0463104888066","7.63022275610372","3"
"10","583d4cf6c9e77c00015a4bbf","1500233887118","45.0463104888066","7.63022275610372","9"
"11","583d4cf6c9e77c00015a4bbf","1500234177402","45.0463104888066","7.63022275610372","10"
"12","583d4cf6c9e77c00015a4bbf","1500234178002","45.0454863707942","7.63198546415775","3"
"13","583d4cf6c9e77c00015a4bbf","1500234192013","45.0454863707942","7.63198546415775","9"
"14","583d4cf6c9e77c00015a4bbf","1500235146432","45.0454863707942","7.63198546415775","10"
"15","583d4cf6c9e77c00015a4bbf","1500235147151","45.0506439256208","7.6304131393782","3"
"16","583d4cf6c9e77c00015a4bbf","1500235419424","45.0478335957417","7.62854813883521","3"
"17","583d4cf6c9e77c00015a4bbf","1500235694405","45.0478335957417","7.62854813883521","2"
"18","583d4cf6c9e77c00015a4bbf","1500235750061","45.0501354112421","7.63148177666582","2"
"19","583d4cf6c9e77c00015a4bbf","1500235803064","45.0501354112421","7.63148177666582","3"
"20","583d4cf6c9e77c00015a4bbf","1500235935407","45.0500544198959","7.63029320974764","3"
"21","583d4cf6c9e77c00015a4bbf","1500236145422","45.0506585013203","7.63032469186291","3"
"22","583d4cf6c9e77c00015a4bbf","1500236326019","45.0507382901612","7.63069783529792","3"
"23","583d4cf6c9e77c00015a4bbf","1500236506888","45.0507382901612","7.63069783529792","3"
"24","583d4cf6c9e77c00015a4bbf","1500236688657","45.0500544198959","7.63029320974764","9"
"25","5914c1f2c9e77c0001b5e15c","1500240439891","49.8476030689734","3.29857537314812","3"
"26","583d4cf6c9e77c00015a4bbf","1500270973694","45.0500544198959","7.63029320974764","10"
"27","583d4cf6c9e77c00015a4bbf","1500271155588","45.0493510136652","7.62996750711703","3"
"28","583d4cf6c9e77c00015a4bbf","1500271207685","45.0493510136652","7.62996750711703","9"
